Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,Total clicks,Matched audience targeting consumption (Photo Click),Other clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions
100098765527128,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Weekend Pick,Discover our linen co-ord set. Designed for everyday style and easy gifting. #LumaCraft #LumaCraft,35,12/23/2025 17:22,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765527128,0,0,Videos,English,,,,Lifetime,20273,10631,397,336,43,18,114,,114,504797.0,24.9,,,
100098765535047,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #Handmade #StyleInspiration,0,09/26/2025 13:47,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765535047,0,0,Photos,English,,,,Lifetime,24791,20937,1201,1132,41,28,281,105.0,176,,,,,
100098765542966,100098765432100,LumaCraft Studio,Artisan Home Decor | Limited Edit,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #FestiveEdit #Handmade,0,10/05/2025 19:56,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765542966,0,0,Photos,English,,,,Lifetime,13029,9008,413,386,15,12,100,42.0,58,,,,,
100098765550885,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our artisan home decor. Designed for everyday style and easy gifting. #EverydayStyle #CottonLove,0,09/19/2025 15:46,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765550885,0,0,Photos,English,,,,Lifetime,11741,11328,285,243,18,24,139,53.0,86,,,,,
100098765558804,100098765432100,LumaCraft Studio,Linen Co-Ord Set | New Arrival,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #LumaCraft #CottonLove,0,10/14/2025 16:19,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765558804,0,0,Photos,English,,,,Lifetime,6210,4310,142,133,4,5,65,22.0,43,,,,,
100098765566723,100098765432100,LumaCraft Studio,Embroidered Festive Set | New Arrival,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #Handmade #ShopSmall,0,07/07/2025 19:29,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765566723,0,0,Photos,English,,,,Lifetime,14601,12499,612,555,32,25,160,65.0,95,,,,,
100098765574642,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Fresh Drop,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #LumaCraft #NewDrop,0,02/16/2025 18:39,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765574642,0,0,Photos,English,,,,Lifetime,24783,22566,828,719,59,50,262,110.0,152,,,,,
100098765582561,100098765432100,LumaCraft Studio,Embroidered Festive Set | Weekend Pick,Discover our printed summer dress. Designed for everyday style and easy gifting. #ShopSmall #Handmade,0,11/03/2025 16:45,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765582561,0,0,Photos,English,,,,Lifetime,4117,3338,136,120,11,5,40,19.0,21,,,,,
100098765590480,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Now Available,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #FestiveEdit #StyleInspiration,0,06/14/2025 13:37,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765590480,0,0,Photos,English,,,,Lifetime,8261,6498,211,186,14,11,63,29.0,34,,,,,
100098765598399,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Fresh Drop,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #Handmade #FestiveEdit,0,07/02/2025 17:02,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765598399,0,0,Photos,English,,,,Lifetime,6391,5861,257,240,11,6,67,26.0,41,,,,,
100098765606318,100098765432100,LumaCraft Studio,Embroidered Festive Set | New Arrival,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #CottonLove #CottonLove,0,05/16/2025 17:12,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765606318,0,0,Photos,English,,,,Lifetime,6039,4797,143,121,11,11,59,28.0,31,,,,,
100098765614237,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Now Available,Discover our embroidered festive set. Designed for everyday style and easy gifting. #NewDrop #FestiveEdit,19,03/08/2025 19:55,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765614237,0,0,Videos,English,,,,Lifetime,22570,12516,233,185,23,25,138,,138,313723.0,13.9,,,
100098765622156,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #ShopSmall #EverydayStyle,0,12/05/2025 16:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765622156,0,0,Photos,English,,,,Lifetime,5555,3916,80,71,4,5,46,20.0,26,,,,,
100098765630075,100098765432100,LumaCraft Studio,Weekend Collection | Fresh Drop,Discover our printed summer dress. Designed for everyday style and easy gifting. #StyleInspiration #ShopSmall,0,10/13/2025 10:37,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765630075,0,0,Photos,English,,,,Lifetime,7240,6918,330,307,11,12,56,33.0,23,,,,,
100098765637994,100098765432100,LumaCraft Studio,Artisan Home Decor | Fresh Drop,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #EverydayStyle #FestiveEdit,18,08/24/2025 09:43,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765637994,0,0,Videos,English,,,,Lifetime,44366,28880,1340,1236,61,43,357,,357,337181.0,7.6,26.38,2.15,12268.0
100098765645913,100098765432100,LumaCraft Studio,Weekend Collection | New Arrival,Discover our printed summer dress. Designed for everyday style and easy gifting. #StyleInspiration #LumaCraft,0,05/27/2025 20:43,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765645913,0,0,Photos,English,,,,Lifetime,28562,21040,702,608,55,39,267,93.0,174,,,,,
100098765653832,100098765432100,LumaCraft Studio,Artisan Home Decor | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #ShopSmall #CottonLove,0,10/28/2025 20:08,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765653832,0,0,Photos,English,,,,Lifetime,13953,12797,839,791,28,20,144,66.0,78,,,,,
100098765661751,100098765432100,LumaCraft Studio,Embroidered Festive Set | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #ShopSmall,26,07/19/2025 18:24,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765661751,0,0,Videos,English,,,,Lifetime,22698,20287,676,588,50,38,237,,237,254217.0,11.2,16.54,3.17,5218.0
100098765669670,100098765432100,LumaCraft Studio,Embroidered Festive Set | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #EverydayStyle #NewDrop,0,06/11/2025 18:35,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765669670,0,0,Photos,English,,,,Lifetime,16032,11958,150,104,27,19,141,59.0,82,,,,,
100098765677589,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Weekend Pick,Discover our handwoven stole. Designed for everyday style and easy gifting. #NewDrop #ShopSmall,0,06/14/2025 18:55,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765677589,0,0,Photos,English,,,,Lifetime,7533,7462,427,403,9,15,100,39.0,61,,,,,
100098765685508,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Limited Edit,Discover our embroidered festive set. Designed for everyday style and easy gifting. #FestiveEdit #EverydayStyle,0,03/24/2025 13:56,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765685508,0,0,Photos,English,,,,Lifetime,15683,13536,203,155,23,25,165,65.0,100,,,,,
100098765693427,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Weekend Pick,Discover our weekend collection. Designed for everyday style and easy gifting. #StyleInspiration #EverydayStyle,0,02/03/2025 16:03,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765693427,0,0,Photos,English,,,,Lifetime,4606,3487,101,85,6,10,27,13.0,14,,,,,
100098765701346,100098765432100,LumaCraft Studio,Artisan Home Decor | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,0,07/22/2025 16:05,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765701346,0,0,Photos,English,,,,Lifetime,2155,2110,88,76,6,6,22,11.0,11,,,,,
100098765709265,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Fresh Drop,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #CottonLove #EverydayStyle,0,11/21/2025 11:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765709265,0,0,Photos,English,,,,Lifetime,4523,3255,81,67,7,7,54,20.0,34,,,,,
100098765717184,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Now Available,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #NewDrop,0,01/24/2025 16:33,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765717184,0,0,Photos,English,,,,Lifetime,8576,7771,371,348,12,11,93,53.0,40,,,,,
100098765725103,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our artisan home decor. Designed for everyday style and easy gifting. #Handmade #EverydayStyle,0,11/10/2025 15:40,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765725103,0,0,Photos,English,,,,Lifetime,13821,10283,587,547,23,17,106,53.0,53,,,,,
100098765733022,100098765432100,LumaCraft Studio,Artisan Home Decor | Fresh Drop,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #ShopSmall #StyleInspiration,0,10/30/2025 18:31,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765733022,0,0,Photos,English,,,,Lifetime,12995,9294,151,124,12,15,110,50.0,60,,,,,
100098765740941,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Fresh Drop,Discover our artisan home decor. Designed for everyday style and easy gifting. #ShopSmall #CottonLove,0,04/12/2025 18:31,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765740941,0,0,Photos,English,,,,Lifetime,30460,20266,694,631,44,19,248,106.0,142,,,,,
100098765748860,100098765432100,LumaCraft Studio,Handwoven Stole | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #EverydayStyle,0,08/19/2025 16:29,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765748860,0,0,Photos,English,,,,Lifetime,5132,5736,295,258,21,16,67,26.0,41,,,,,
100098765756779,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Fresh Drop,Discover our artisan home decor. Designed for everyday style and easy gifting. #Handmade #Handmade,53,03/02/2025 20:50,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765756779,0,0,Videos,English,,,,Lifetime,28978,18345,362,301,34,27,232,,232,1020025.0,35.2,,,
100098765764698,100098765432100,LumaCraft Studio,Artisan Home Decor | Now Available,Discover our artisan home decor. Designed for everyday style and easy gifting. #EverydayStyle #CottonLove,0,10/04/2025 10:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765764698,0,0,Photos,English,,,,Lifetime,6963,4541,218,197,11,10,54,26.0,28,,,,,
100098765772617,100098765432100,LumaCraft Studio,Embroidered Festive Set | Fresh Drop,Discover our embroidered festive set. Designed for everyday style and easy gifting. #NewDrop #EverydayStyle,0,09/13/2025 09:29,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765772617,0,0,Photos,English,,,,Lifetime,6345,5380,309,282,14,13,73,26.0,47,,,,,
100098765780536,100098765432100,LumaCraft Studio,Handwoven Stole | Fresh Drop,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #CottonLove #CottonLove,0,05/10/2025 15:39,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765780536,0,0,Photos,English,,,,Lifetime,6235,5867,316,295,10,11,79,28.0,51,,,,,
100098765788455,100098765432100,LumaCraft Studio,Weekend Collection | New Arrival,Discover our embroidered festive set. Designed for everyday style and easy gifting. #CottonLove #EverydayStyle,0,01/25/2025 18:12,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765788455,0,0,Photos,English,,,,Lifetime,14988,10451,323,283,24,16,114,57.0,57,,,,,
100098765796374,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Weekend Pick,Discover our artisan home decor. Designed for everyday style and easy gifting. #EverydayStyle #FestiveEdit,0,12/21/2025 14:40,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765796374,0,0,Photos,English,,,,Lifetime,19846,15867,641,582,35,24,206,92.0,114,,,,,
100098765804293,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #Handmade #EverydayStyle,0,06/12/2025 19:49,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765804293,0,0,Photos,English,,,,Lifetime,16169,13224,658,598,26,34,165,63.0,102,,,,,
100098765812212,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #CottonLove #NewDrop,0,11/22/2025 13:45,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765812212,0,0,Photos,English,,,,Lifetime,6728,4855,96,68,13,15,60,20.0,40,,,,,
100098765820131,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our artisan home decor. Designed for everyday style and easy gifting. #ShopSmall #ShopSmall,60,09/05/2025 14:31,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765820131,0,0,Videos,English,,,,Lifetime,18391,9703,352,317,18,17,109,,109,737479.0,40.1,,,
100098765828050,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Fresh Drop,Discover our handwoven stole. Designed for everyday style and easy gifting. #LumaCraft #NewDrop,51,10/12/2025 11:18,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765828050,0,0,Videos,English,,,,Lifetime,13170,6619,278,250,14,14,83,,83,359541.0,27.3,,,
100098765835969,100098765432100,LumaCraft Studio,Printed Summer Dress | Weekend Pick,Discover our printed summer dress. Designed for everyday style and easy gifting. #LumaCraft #CottonLove,0,10/05/2025 11:05,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765835969,0,0,Photos,English,,,,Lifetime,6679,4992,224,197,14,13,58,24.0,34,,,,,
100098765843888,100098765432100,LumaCraft Studio,Handwoven Stole | Limited Edit,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #Handmade #NewDrop,0,03/13/2025 15:56,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765843888,0,0,Photos,English,,,,Lifetime,10967,10922,340,299,21,20,118,56.0,62,,,,,
100098765851807,100098765432100,LumaCraft Studio,Artisan Home Decor | New Arrival,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #EverydayStyle #NewDrop,0,05/13/2025 14:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765851807,0,0,Photos,English,,,,Lifetime,13126,13592,504,456,25,23,187,70.0,117,,,,,
100098765859726,100098765432100,LumaCraft Studio,Handwoven Stole | Now Available,Discover our printed summer dress. Designed for everyday style and easy gifting. #FestiveEdit #StyleInspiration,0,06/20/2025 16:43,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765859726,0,0,Photos,English,,,,Lifetime,5432,4700,202,178,12,12,50,28.0,22,,,,,
100098765867645,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #FestiveEdit,0,07/01/2025 20:21,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765867645,0,0,Photos,English,,,,Lifetime,25925,17583,764,679,44,41,204,103.0,101,,,,,
100098765875564,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Limited Edit,Discover our artisan home decor. Designed for everyday style and easy gifting. #NewDrop #FestiveEdit,46,01/16/2025 15:46,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765875564,0,0,Videos,English,,,,Lifetime,10211,7244,107,80,12,15,104,,104,309393.0,30.3,,,
100098765883483,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Weekend Pick,Discover our artisan home decor. Designed for everyday style and easy gifting. #NewDrop #Handmade,57,07/19/2025 14:39,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765883483,0,0,Videos,English,,,,Lifetime,21755,15873,852,793,30,29,195,,195,733143.0,33.7,,,
100098765891402,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Fresh Drop,Discover our artisan home decor. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,35,02/26/2025 17:59,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765891402,0,0,Videos,English,,,,Lifetime,9968,4584,202,186,11,5,61,,61,163475.0,16.4,,,
100098765899321,100098765432100,LumaCraft Studio,Handwoven Stole | Limited Edit,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #LumaCraft,0,09/29/2025 20:25,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765899321,0,0,Photos,English,,,,Lifetime,5982,5580,46,26,12,8,61,29.0,32,,,,,
100098765907240,100098765432100,LumaCraft Studio,Printed Summer Dress | Weekend Pick,Discover our linen co-ord set. Designed for everyday style and easy gifting. #StyleInspiration #Handmade,44,09/07/2025 19:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765907240,0,0,Videos,English,,,,Lifetime,13528,6659,382,348,16,18,78,,78,443718.0,32.8,,,
100098765915159,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Weekend Pick,Discover our embroidered festive set. Designed for everyday style and easy gifting. #Handmade #LumaCraft,0,12/03/2025 17:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765915159,0,0,Photos,English,,,,Lifetime,14190,10834,245,207,24,14,122,53.0,69,,,,,
100098765923078,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Fresh Drop,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #Handmade #StyleInspiration,0,09/29/2025 16:07,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765923078,0,0,Photos,English,,,,Lifetime,3213,2288,83,70,9,4,22,11.0,11,,,,,
100098765930997,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our printed summer dress. Designed for everyday style and easy gifting. #NewDrop #EverydayStyle,0,05/14/2025 17:32,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765930997,0,0,Photos,English,,,,Lifetime,5350,3925,114,97,12,5,44,15.0,29,,,,,
100098765938916,100098765432100,LumaCraft Studio,Handwoven Stole | Limited Edit,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #LumaCraft,27,12/20/2025 15:00,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765938916,0,0,Videos,English,,,,Lifetime,18968,9716,283,235,27,21,110,,110,320559.0,16.9,,,
100098765946835,100098765432100,LumaCraft Studio,Artisan Home Decor | Now Available,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #ShopSmall,0,05/30/2025 18:25,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765946835,0,0,Photos,English,,,,Lifetime,25607,25365,453,362,52,39,272,146.0,126,,,,,
100098765954754,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #ShopSmall #CottonLove,26,04/29/2025 15:17,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765954754,0,0,Videos,English,,,,Lifetime,36401,21829,939,856,41,42,255,,255,531454.0,14.6,5.11,1.47,3479.0
100098765962673,100098765432100,LumaCraft Studio,Embroidered Festive Set | Weekend Pick,Discover our artisan home decor. Designed for everyday style and easy gifting. #ShopSmall #FestiveEdit,0,11/27/2025 15:00,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765962673,0,0,Photos,English,,,,Lifetime,12649,12095,376,326,30,20,126,75.0,51,,,,,
100098765970592,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #Handmade #Handmade,43,05/16/2025 19:18,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765970592,0,0,Videos,English,,,,Lifetime,13019,11798,297,255,18,24,145,,145,262983.0,20.2,,,
100098765978511,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Fresh Drop,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #EverydayStyle #NewDrop,0,01/28/2025 18:32,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765978511,0,0,Photos,English,,,,Lifetime,27575,18407,771,697,47,27,220,78.0,142,,,,,
100098765986430,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our embroidered festive set. Designed for everyday style and easy gifting. #StyleInspiration #LumaCraft,0,06/21/2025 23:06,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765986430,0,0,Photos,English,,,,Lifetime,8711,7743,254,211,23,20,79,36.0,43,,,,,
100098765994349,100098765432100,LumaCraft Studio,Weekend Collection | Fresh Drop,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #LumaCraft #StyleInspiration,53,10/18/2025 19:41,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098765994349,0,0,Videos,English,,,,Lifetime,28682,17437,342,281,29,32,184,,184,679763.0,23.7,,,
100098766002268,100098765432100,LumaCraft Studio,Embroidered Festive Set | New Arrival,Discover our printed summer dress. Designed for everyday style and easy gifting. #LumaCraft #LumaCraft,0,03/11/2025 18:17,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766002268,0,0,Photos,English,,,,Lifetime,7051,6598,155,127,16,12,74,36.0,38,,,,,
100098766010187,100098765432100,LumaCraft Studio,Linen Co-Ord Set | New Arrival,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #StyleInspiration,0,06/18/2025 10:39,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766010187,0,0,Photos,English,,,,Lifetime,10203,7652,205,173,16,16,92,38.0,54,,,,,
100098766018106,100098765432100,LumaCraft Studio,Embroidered Festive Set | Now Available,Discover our embroidered festive set. Designed for everyday style and easy gifting. #Handmade #LumaCraft,0,02/17/2025 17:59,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766018106,0,0,Photos,English,,,,Lifetime,6471,7181,418,381,23,14,68,27.0,41,,,,,
100098766026025,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Fresh Drop,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #CottonLove #Handmade,0,09/08/2025 17:37,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766026025,0,0,Photos,English,,,,Lifetime,6821,5359,261,243,11,7,65,23.0,42,,,,,
100098766033944,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #NewDrop #FestiveEdit,0,06/23/2025 19:05,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766033944,0,0,Photos,English,,,,Lifetime,14786,11947,614,573,31,10,143,61.0,82,,,,,
